"V1","location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper","mobility_data_type","mobility_composite","total_tests_data_type","total_tests","confirmed_infections","est_infections_mean","est_infections_lower","est_infections_upper"
8162,"Delaware","2020-03-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-19.1608475413633,"observed",42.2763663116002,3.17995798196191,171.690119501458,"114.915580993491","316.624305675281"
8163,"Delaware","2020-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-22.9758533542005,"observed",59.4558233246656,4.17467341509906,172.333928882512,"114.278413778694","313.237553135568"
8164,"Delaware","2020-03-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-26.858748561935,"observed",78.5583735629157,5.3526811885192,184.456259643,"114.522491214987","355.174578241201"
8165,"Delaware","2020-03-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-30.7053835894934,"observed",98.4065153433083,6.75572952280325,212.263601828459,"117.48051599885","439.707533129526"
8166,"Delaware","2020-03-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-34.4158954681316,"observed",119.181208862285,8.39123284906178,255.543811191275,"124.381810350983","538.567232389085"
8167,"Delaware","2020-03-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"observed",-37.9006260808107,"observed",142.87441009027,10.2690082811125,309.451295681234,"144.015771733738","625.997345729571"
8168,"Delaware","2020-03-22",12.8604489032725,10.1051315789474,16.45,3,3,3,3,3,3,0,0,0,12.8604489032725,10.1051315789474,16.45,3,3,3,0,0,0,0,0,0,0,0,0,"observed",-41.085992395772,"observed",173.23400717241,12.4308640779276,366.228326597914,"180.132896398584","712.107302551025"
8169,"Delaware","2020-03-23",17.1025759589868,13.6414915966387,21.0543055555556,4,4,4,4,4,4,0,0,0,4.24212705571432,2.95,6.50197368421052,1,1,1,0,0,0,0,0,0,0,0,0,"observed",-43.918057983869,"observed",215.602274324417,14.9268264844054,418.342144363992,"228.404143879697","791.311126729377"
8170,"Delaware","2020-03-24",21.3843888519848,17.66625,25.75375,5,5,5,5,5,5,0,0,0,4.28181289299796,3.05263157894737,6.5,1,1,1,0,0,0,0,0,0,0,0,0,"observed",-46.3656652205434,"observed",276.515086926144,17.7574271662962,461.423838507954,"280.617245910496","846.758341948172"
8171,"Delaware","2020-03-25",25.6236153295191,21.64875,30.6021052631579,6.87524390075868,6.4,7.45,6.64275133525745,6.26282894736842,7.1,0,0,0,4.23922647753433,3,6.45125,1.87524390075868,1.4,2.45,0,0,0,0,0,0,0,0,0,"observed",-48.4201180607729,"observed",362.126215427762,20.8532577640461,495.397519868153,"325.358714356892","896.682922533016"
8172,"Delaware","2020-03-26",29.8880214010705,25.39875,35.2503289473684,8.15400711781339,7.6,8.8,7.84442814960667,7.4,8.36893274853801,0,0,0,4.26440607155143,2.93727678571429,6.4378125,1.2787632170547,1.05,1.62516447368421,0,0,0,0,0,0,0,0,0,"observed",-50.0938441003151,"observed",474.087591419201,24.1147146046177,523.345715427179,"354.419646372366","940.115249188403"
8173,"Delaware","2020-03-27",38.4050663259298,33.3131578947368,44.40125,10.4419293694738,9.84980263157895,11.1578947368421,10.0594514822596,9.55,10.6842927631579,3,3,3,8.51704492485928,6.45,11.45125,2.28792225166045,2.05263157894737,2.58823529411765,3,3,3,0,0,0,0,0,0,"observed",-51.4167793391321,"observed",603.074495579693,27.4726944964764,549.099288493161,"370.070245939633","990.967168407572"
8174,"Delaware","2020-03-28",39.6793458050292,34.09875,45.90125,8.72419257457369,8.05874183006536,9.5,8.26878587333719,7.7218137254902,8.94125816993464,1,1,1,4.27427947909933,3,6.35411764705882,1.28226320509985,1.05256578947368,1.6,4,4,4,0,0,0,0,0,0,"observed",-52.4299613487923,"observed",725.011611235259,30.9253467580863,575.075832508628,"386.43967151299","1036.34101598266"
8175,"Delaware","2020-03-29",33.9664893411886,29.2774122807018,39.7,9.00903449115814,8.28551587301587,9.85,8.48046353227526,7.85,9.2,1,1,1,4.27234853867323,3,6.45,1.28484191658445,1.05,1.6,5,5,5,0,0,0,0,0,0,"observed",-53.1814063901865,"observed",808.869904314593,34.5620803373889,601.693965863779,"404.891997047932","1078.04483737288"
8176,"Delaware","2020-03-30",34.2992449623304,29.6644736842105,39.80125,9.57392348679013,8.75,10.45,8.90224176273073,8.21052631578947,9.7,1,1,1,4.29611945980146,2.95,6.53117647058823,1.56488899563199,1.23529411764706,2,6,6,6,0,0,0,0,0,0,"observed",-53.7231728098907,"observed",835.897045300239,38.6164083556188,628.501023229913,"426.202018804423","1126.94721114798"
8177,"Delaware","2020-03-31",34.5405216712123,29.8,40.1541447368421,9.85950933432752,9,10.8005882352941,9.113389379841,8.36842105263158,9.95125,1,1,1,4.23516735021944,2.94993421052632,6.35,1.2855858475374,1.05,1.6,7,7,7,0,0,0,0,0,0,"observed",-54.1071081780686,"observed",813.108780564275,43.5210678944122,655.8793837614,"446.6263885671","1170.08277475461"
8178,"Delaware","2020-04-01",39.1079649992723,34.1,44.8866099071207,11.1415990697899,10.25,12.1578947368421,10.3189668764199,9.52933436532508,11.2,2,2,2,8.52440660049445,6.52631578947368,11.7523026315789,2.28208973546234,2.05263157894737,2.57917956656347,9,9,9,0,0,0,0,0,0,"observed",-54.3802478082081,"observed",766.203168314093,49.878590303366,685.774331732164,"464.307028204178","1235.13574860198"
8179,"Delaware","2020-04-02",42.6905569763398,37.25,49,11.4340568383629,10.4730921052632,12.45,10.5326250073714,9.75,11.4,1,1,1,8.56215613203446,6.5,11.3172697368421,2.29245776857302,2.05548245614035,2.6,10,10,10,0,0,0,0,0,0,"observed",-54.5821350448194,"observed",721.614013157593,58.2808187951425,720.92102874349,"481.604553073225","1293.64065067782"
8180,"Delaware","2020-04-03",44.2370364599754,38.8479807692308,50.65125,12.7175196027871,11.7,13.7650326797386,11.7411452746686,10.9,12.65,1,1,1,8.49863541286285,6.35286764705882,11.3003947368421,2.28346276442426,2.05,2.63186090225564,11,11,11,0,0,0,0,0,0,"observed",-54.7426859403512,"observed",695.433609975439,69.025474776237,763.153634914141,"504.088894166837","1370.3514604757"
8181,"Delaware","2020-04-04",53.0847884317222,47.04875,60.05125,15.2915468297913,14.2,16.3541176470588,14.1612596540843,13.35,15.0527046783626,1,1,1,12.8364456033088,10.16625,16.6430357142857,3.57402722700416,3.24963235294118,3.95,12,12,12,0,0,0,0,0,0,"observed",-54.8820595284601,"observed",693.245733861187,81.8531304224364,811.995936616159,"531.184723769319","1466.80553757187"
8182,"Delaware","2020-04-05",61.9085447119401,55.2975,69.75,17.8637313560107,16.7220238095238,19,16.5830139261238,15.6666666666667,17.55,1,1,1,12.8140150834288,9.99875,16.3166447368421,3.57218452621939,3.25,4,13,13,13,0,0,0,0,0,0,"observed",-55.0117749276807,"observed",713.921831004038,95.8357151248217,864.406623435243,"565.911903005146","1562.71025926695"
8183,"Delaware","2020-04-06",75.1737752957053,68.3495833333333,83.35375,21.4389019659821,20.1576973684211,22.65,20.0047726501397,19,21.00125,2,2,2,17.2688922749937,13.9223684210526,21.2635233918129,4.57517060997138,4.21419172932331,5,15,15,15,0,0,0,0,0,0,"observed",-55.1353438614711,"observed",752.038116979027,109.522370788803,915.907095717238,"605.79463981213","1645.04539851027"
